amount,velocity_1m,avg_amount_1m,merchant_diversity_1m,is_fraud
5950.21,100,7280.75,4,False
1204.25,100,4146.9,3,False
1037.84,100,4147.88,3,False
3073.95,100,6795.61,4,False
2246.9,100,7262.28,4,False
36720.54,100,4495.55,3,True
2497.9,100,4291.14,3,False
7491.31,100,7274.7,4,False
1471.16,100,4278.32,3,False
3753.72,100,7234.61,4,False
1846.18,100,4491.41,3,False
2730.78,100,7244.3,4,False
3169.56,100,6787.12,4,False
5202.09,100,6820.2,4,False
2203.64,100,4493.58,3,False
1069.77,100,7234.37,4,False
2602.54,100,7213.03,4,False
1295.14,100,4499.73,3,False
4932.11,100,7227.49,4,False
4373.99,100,6813.5,4,False
2630.41,100,4511.58,3,False
500.12,100,4491.98,3,False
5883.55,100,7255.69,4,False
617.82,100,4486.9,3,False
4019.66,100,7269.2,4,False
1100.64,100,4267.64,3,False
1022.22,100,3968.8,3,False
3628.72,100,6186.01,4,False
1678.42,100,4277.71,3,False
3767.77,100,7233.99,4,False
3720.92,100,7253.61,4,False
2284.13,100,3971.37,3,False
1596.24,100,4274.24,3,False
2518.34,100,6867.63,4,False
1973.26,100,3965.11,3,False
7831.98,100,6248.74,4,False
4200.39,100,6229.78,4,False
7694.27,100,6280.35,4,False
7638.09,100,5704.95,5,False
4492.69,100,6861.95,4,False
2132.82,100,6816.37,4,False
7064.44,100,6332.23,4,False
1522.14,100,4283.71,3,False
6975.88,100,6363.98,4,False
7365.03,100,5413.46,5,False
7611.71,100,6826.45,4,False
1258.32,100,3955.78,3,False
2895.09,100,4293.52,3,False
1456.8,100,4293.43,3,False
3385.09,100,5383.42,5,False
2363.11,100,3968.16,3,False
3875.88,100,6825.49,4,False
7982.95,100,6843.28,4,False
7341.47,100,6385.26,4,False
6108.32,100,5418.26,5,False
5155.38,100,6366.27,4,False
1180.3,100,3954.75,3,False
710.26,100,3946.63,3,False
7948.05,100,6861.71,4,False
4502.41,100,6842.53,4,False
7348.19,100,5478.11,5,False
1475.68,100,6366.75,4,False
5546.93,100,6870.61,4,False
4227.56,100,5508.75,5,False
2190.24,100,4299.26,3,False
4175.18,100,5534.63,5,False
1404.5,100,5531.37,5,False
7361.11,100,5525.03,5,False
2315.17,100,4312.45,3,False
1362.1,100,3953.25,3,False
4174.55,100,6897.18,4,False
1233.82,100,4304.82,3,False
1873.23,100,4309.46,3,False
3313.69,100,6320.16,4,False
2694.91,100,5483.48,5,False
2073.56,100,4318.88,3,False
2351.29,100,4327.98,3,False
2244.69,100,4334.76,3,False
1815.45,100,6872.8,4,False
1706.97,100,3942.15,3,False
2784.22,100,6871.82,4,False
1436.21,100,6833.78,4,False
1210.59,100,3934.07,3,False
7914.87,100,5548.42,5,False
1404.47,100,3923.12,3,False
5644.25,100,6845.47,4,False
7668.61,100,6377.66,4,False
3402.95,100,6820.24,4,False
1451.28,100,3818.7,3,False
6982.8,100,5538.33,5,False
25910.09,100,5352.01,5,True
2749.88,100,3938.05,3,False
844.26,100,3804.82,3,False
2657.06,100,6825.6,4,False
2702.45,100,3940.25,3,False
5663.33,100,6812.48,4,False
57328.43,100,4484.78,3,True
5998.64,100,6371.21,4,False
2236.47,100,5303.86,5,False
1170.2,100,6304.18,4,False
6640.31,100,6821.09,4,False
2784.62,100,6275.27,4,False
2924.45,100,4487.68,3,False
61506.37,100,4409.04,3,True
5444.76,100,5296.92,5,False
5460.59,100,6814.22,4,False
1636.68,100,4395.95,3,False
2110.72,100,4397.7,3,False
2573.49,100,6780.77,4,False
4602.81,100,6555.48,4,False
7012.99,100,5343.26,5,False
1924.09,100,6520.76,4,False
4203.66,100,5374.17,5,False
3773.59,100,6481.34,4,False
6659.66,100,5406.09,5,False
4257.13,100,6452.0,4,False
1816.07,100,4390.62,3,False
737.31,100,4373.97,3,False
1803.7,100,4497.89,3,False
6300.82,100,6276.75,4,False
2543.18,100,6223.86,4,False
1689.02,100,4385.32,3,False
6039.14,100,6500.83,4,False
3115.01,100,6198.6,4,False
1732.63,100,6165.09,4,False
1834.37,100,6135.37,4,False
6935.28,100,6150.21,4,False
2604.36,100,4387.75,3,False
1213.92,100,6087.55,4,False
6891.51,100,5461.78,5,False
2234.88,100,4384.12,3,False
1931.7,100,4378.68,3,False
3058.31,100,6048.85,4,False
6857.75,100,6096.24,4,False
1643.0,100,6170.84,4,False
7386.64,100,5473.97,5,False
7231.46,100,5497.92,5,False
1111.97,100,5498.39,5,False
1870.66,100,6146.17,4,False
7482.63,100,6192.49,4,False
7805.35,100,6253.72,4,False
1452.92,100,4499.87,3,False
982.59,100,4490.7,3,False
4031.32,100,6279.23,4,False
2102.3,100,4393.41,3,False
2581.38,100,4409.96,3,False
7990.19,100,6125.74,4,False
6760.48,100,5489.61,5,False
776.41,100,4472.18,3,False
7159.05,100,5533.7,5,False
7415.76,100,5538.74,5,False
2844.27,100,3594.45,3,False
3203.26,100,6249.5,4,False
3097.84,100,6132.06,4,False
1860.35,100,3598.51,3,False
3950.61,100,6161.48,4,False
2143.42,100,3590.47,3,False
2197.63,100,4470.32,3,False
6590.9,100,5575.92,5,False
798.45,100,3586.92,3,False
6573.89,100,6304.81,4,False
4064.79,100,6273.44,4,False
2620.22,100,3598.94,3,False
4154.18,100,6296.07,4,False
3686.32,100,6253.25,4,False
5707.45,100,6193.18,4,False
1584.85,100,6201.33,4,False
1450.1,100,6180.91,4,False
2179.76,100,3613.61,3,False
7655.71,100,6215.83,4,False
1970.98,100,6140.41,4,False
2313.72,100,3624.64,3,False
2248.13,100,5564.56,5,False
2691.58,100,3640.74,3,False
2755.82,100,3644.18,3,False
2352.52,100,4478.6,3,False
5436.02,100,6257.22,4,False
6251.07,100,6243.39,4,False
5019.55,100,5579.64,5,False
3328.55,100,6117.39,4,False
7680.67,100,6252.79,4,False
5884.67,100,6286.67,4,False
1074.79,100,6284.96,4,False
4259.73,100,6309.95,4,False
1969.58,100,3655.08,3,False
740.58,100,4473.58,3,False
45840.77,100,4087.87,3,True
6185.88,100,6331.45,4,False
2906.47,100,5583.3,5,False
2045.58,100,4098.85,3,False
1147.17,100,6100.53,4,False
2406.52,100,4479.64,3,False
2176.28,100,4106.31,3,False
1719.28,100,4114.01,3,False
3194.26,100,5591.65,5,False
1206.99,100,4103.97,3,False
2765.58,100,4120.77,3,False
1490.26,100,4112.56,3,False
618.53,100,4101.63,3,False
5555.98,100,6120.25,4,False
1067.67,100,4477.27,3,False
41335.84,100,5958.33,5,True
6712.04,100,5958.65,5,False
5971.02,100,6157.86,4,False
1143.22,100,4482.08,3,False
2053.34,100,4476.78,3,False
2905.49,100,4119.62,3,False
4535.72,100,6145.89,4,False
3689.12,100,5958.48,5,False
2394.62,100,5582.8,4,False
6441.7,100,6346.56,4,False
4098.11,100,5987.11,5,False
1556.56,100,4103.23,3,False
2827.57,100,4121.6,3,False
1214.68,100,6330.66,4,False
578.12,100,4099.03,3,False
6876.71,100,5629.02,4,False
1290.03,100,4108.77,3,False
2121.18,100,4101.1,3,False
4462.86,100,6304.02,4,False
5278.49,100,6325.79,4,False
4289.8,100,6301.99,4,False
2208.62,100,6272.63,4,False
1435.93,100,4105.96,3,False
3638.97,100,5642.86,4,False
2917.19,100,5633.74,4,False
6951.25,100,5992.77,5,False
7772.21,100,6299.19,4,False
2735.05,100,4120.52,3,False
502.4,100,4090.45,3,False
7854.47,100,6319.77,4,False
4218.96,100,5641.24,4,False
2930.76,100,4122.6,3,False
2125.48,100,4102.77,3,False
4967.2,100,5665.46,4,False
2194.87,100,4130.99,3,False
5117.78,100,6314.36,4,False
7772.08,100,6024.71,5,False
7827.36,100,6085.31,5,False
2400.04,100,4110.25,3,False
2778.8,100,4135.04,3,False
5871.32,100,6133.51,5,False
1874.26,100,6308.47,4,False
4520.34,100,6121.65,5,False
1189.87,100,4115.35,3,False
2245.1,100,5425.38,4,False
2286.97,100,4151.76,3,False
37632.53,100,4475.46,3,True
1817.48,100,4480.32,3,False
4939.64,100,5685.52,4,False
2870.6,100,4491.14,3,False
7576.31,100,5731.77,4,False
2869.17,100,5719.45,4,False
1469.1,100,4476.18,3,False
2290.68,100,5436.54,4,False
7345.08,100,5487.43,4,False
4509.68,100,5515.0,4,False
3681.2,100,5517.11,4,False
812.03,100,4139.42,3,False
2714.08,100,4476.96,3,False
2284.31,100,4140.76,3,False
1730.96,100,6110.11,5,False
1718.28,100,4132.69,3,False
6646.12,100,5731.1,4,False
909.53,100,4473.6,3,False
6186.52,100,6108.16,5,False
2807.77,100,5713.16,4,False
4220.94,100,6089.8,5,False
7553.53,100,5755.5,4,False
2323.53,100,5526.3,4,False
1893.43,100,3159.38,3,False
1054.85,100,4460.64,3,False
4722.49,100,5501.19,4,False
7091.51,100,6141.69,5,False
6887.19,100,5552.68,4,False
2446.94,100,6152.57,5,False
2742.41,100,2759.78,3,False
2940.53,100,4462.3,3,False
4962.97,100,5736.22,4,False
1188.25,100,4448.98,3,False
3021.84,100,6119.73,5,False
1071.14,100,2742.43,3,False
2039.27,100,4443.98,3,False
600.76,100,2726.22,3,False
1035.98,100,5499.71,4,False
2051.58,100,4446.23,3,False
1790.13,100,5488.89,4,False
580.65,100,4438.63,3,False
2884.6,100,4440.36,3,False
1188.37,100,2711.58,3,False
5740.54,100,5516.09,4,False
1898.29,100,5702.54,4,False
1332.15,100,4438.77,3,False
844.2,100,2710.05,3,False
2279.21,100,4441.52,3,False
7268.56,100,5723.86,4,False
896.76,100,2703.01,3,False
2118.0,100,2698.53,3,False
4105.95,100,6137.04,5,False
80652.87,100,6884.92,5,True
5717.4,100,5560.04,4,False
6269.0,100,6934.23,5,False
3708.16,100,5713.29,4,False
6481.56,100,6926.73,5,False
1196.23,100,5669.33,4,False
2151.65,100,6935.22,5,False
3960.94,100,5644.21,4,False
5210.34,100,5567.31,4,False
5697.06,100,5584.99,4,False
1448.39,100,4439.9,3,False
1671.49,100,2698.82,3,False
2437.71,100,2700.71,3,False
5471.97,100,5667.15,4,False
2452.64,100,4453.28,3,False
1927.33,100,2690.32,3,False
2754.05,100,4457.51,3,False
2335.68,100,4458.61,3,False
1352.87,100,2691.76,3,False
7323.31,100,5585.28,4,False
2808.31,100,5636.03,4,False
2670.23,100,2695.03,3,False
1694.8,100,4459.98,3,False
4449.17,100,5619.39,4,False
6422.47,100,5643.72,4,False
2622.04,100,4469.13,3,False
1765.18,100,5122.11,4,False
1267.56,100,2683.27,3,False
1922.23,100,5598.62,4,False
6952.72,100,5613.85,4,False
7027.92,100,4423.97,3,False
4029.43,100,6963.13,5,False
6064.29,100,6973.72,5,False
1140.96,100,4454.85,3,False
7105.53,100,5616.84,4,False
6808.83,100,7002.7,5,False
7992.62,100,4425.12,3,False
5565.77,100,4465.12,3,False
2941.99,100,2695.51,3,False
4572.24,100,5628.8,4,False
1643.53,100,2683.97,3,False
6708.64,100,4473.52,3,False
2360.68,100,4457.35,3,False
869.62,100,4446.38,3,False
2482.35,100,4469.55,3,False
1497.63,100,2681.35,3,False
2169.73,100,2675.28,3,False
838.7,100,2675.6,3,False
2268.52,100,2687.1,3,False
3110.14,100,5590.11,4,False
4114.52,100,5585.7,4,False
5031.69,100,5612.64,4,False
1549.39,100,2687.17,3,False
5560.57,100,4515.06,3,False
4068.17,100,5575.45,4,False
5977.88,100,4532.83,3,False
76775.91,100,5206.36,3,True
3099.8,100,5527.59,4,False
7551.84,100,4595.41,3,False
2699.91,100,5505.56,4,False
2095.69,100,5217.85,3,False
2693.48,100,2704.79,3,False
1103.34,100,5471.42,4,False
4813.38,100,7028.93,5,False
7646.36,100,4600.47,3,False
2322.42,100,5235.78,3,False
1886.01,100,6990.2,5,False
6287.36,100,4992.09,4,False
7174.11,100,7024.25,5,False
3646.56,100,4572.64,3,False
4602.05,100,7027.34,5,False
2307.81,100,2707.15,3,False
2615.17,100,2711.54,3,False
3620.1,100,4980.89,4,False
82739.59,100,5789.74,4,True
2119.38,100,2703.26,3,False
2293.38,100,2714.07,3,False
6517.11,100,5820.2,4,False
7787.62,100,5823.84,4,False
2317.82,100,5240.62,3,False
3099.32,100,4588.74,3,False
1959.21,100,6971.98,5,False
2769.73,100,5257.58,3,False
7250.38,100,5836.76,4,False
2281.56,100,5255.19,3,False
2862.55,100,4556.43,3,False
6272.77,100,7014.56,5,False
4219.18,100,5850.03,4,False
723.87,100,5242.57,3,False
4087.14,100,4539.27,3,False
1452.9,100,5228.06,3,False
1558.21,100,5216.56,3,False
1206.27,100,2699.66,3,False
1213.43,100,6341.51,5,False
3892.5,100,6313.29,5,False
1232.41,100,2702.93,3,False
2229.32,100,6268.51,5,False
1103.29,100,5206.15,3,False
1798.44,100,6273.37,5,False
2026.65,100,5802.73,4,False
5118.47,100,4564.79,3,False
2107.25,100,4544.75,3,False
5112.1,100,6290.4,5,False
4338.3,100,6285.65,5,False
4594.59,100,5810.88,4,False
2902.98,100,4913.11,3,False
1898.3,100,5771.61,4,False
91620.78,100,5801.05,3,True
6623.61,100,5790.2,4,False
82764.17,100,3506.75,3,True
3671.49,100,6276.93,5,False
4297.58,100,4551.91,3,False
7739.76,100,6334.67,5,False
4538.85,100,5779.72,4,False
1847.28,100,5794.58,3,False
2049.03,100,5806.46,3,False
2806.22,100,3529.32,3,False
2850.17,100,5828.16,3,False
3233.03,100,6349.64,5,False
1563.33,100,5830.27,3,False
4401.42,100,6336.1,5,False
1862.53,100,5826.31,3,False
5497.49,100,5761.69,4,False
1085.37,100,5808.33,3,False
2109.6,100,5818.76,3,False
2283.87,100,3542.23,3,False
7375.42,100,5782.34,4,False
4422.24,100,6323.84,5,False
6055.28,100,6319.04,5,False
2871.88,100,4514.06,3,False
7533.12,100,5834.37,4,False
851.2,100,5801.45,3,False
2279.67,100,6264.3,5,False
81077.38,100,7033.77,5,True
5703.18,100,5820.69,4,False
7923.05,100,5837.4,4,False
6448.42,100,5294.25,4,False
4934.63,100,5289.61,4,False
1599.37,100,5793.83,3,False
3861.32,100,5279.19,4,False
7584.43,100,5282.95,4,False
1251.73,100,3528.68,3,False
7328.41,100,7045.03,5,False
2623.69,100,3530.68,3,False
7564.43,100,7071.86,5,False
4049.91,100,7085.63,5,False
1306.22,100,7067.57,5,False
2907.27,100,7053.48,5,False
3209.29,100,5284.72,4,False
4064.81,100,5303.91,4,False
2113.75,100,4944.49,3,False
837.42,100,4927.89,3,False
2088.11,100,5294.72,4,False
3943.77,100,5319.43,4,False
997.91,100,3512.54,3,False
1721.22,100,4930.39,3,False
2986.11,100,4949.24,3,False
2592.06,100,4958.38,3,False
5724.98,100,7087.7,5,False
1334.62,100,4955.76,3,False
6570.2,100,7080.94,5,False
2533.39,100,4965.88,3,False
1929.45,100,4956.22,3,False
1199.08,100,3505.8,3,False
27700.56,100,4731.56,3,True
1190.14,100,3497.27,3,False
2367.99,100,4965.33,3,False
1499.09,100,4958.42,3,False
2531.47,100,3492.63,3,False
6702.37,100,5352.37,4,False
2180.04,100,4957.07,3,False
7844.01,100,7137.82,5,False
7940.13,100,4788.49,3,False
4981.36,100,4763.39,3,False
6297.7,100,7153.37,5,False
2486.28,100,4969.59,3,False
4120.46,100,5354.3,4,False
2204.4,100,4972.9,3,False
4104.62,100,4766.9,3,False
2687.78,100,7128.2,5,False
2066.09,100,4972.83,3,False
2291.84,100,3508.41,3,False
1176.02,100,5340.88,4,False
6691.96,100,7128.38,5,False
3169.26,100,7121.7,5,False
607.01,100,4955.39,3,False
1484.67,100,5337.01,4,False
7978.21,100,6885.97,5,False
2193.67,100,3505.71,3,False
5481.48,100,5331.47,4,False
2254.92,100,3508.58,3,False
7519.77,100,6907.2,5,False
707.56,100,3486.1,3,False
6158.97,100,5362.32,4,False
62650.0,100,4084.94,3,True
7673.23,100,6937.59,5,False
1150.32,100,4088.56,3,False
6671.0,100,5397.34,4,False
2444.72,100,4095.13,3,False
3066.69,100,4770.26,3,False
1390.08,100,4089.66,3,False
728.62,100,4082.8,3,False
1069.83,100,4079.88,3,False
838.0,100,4941.32,3,False
799.61,100,4064.27,3,False
3912.21,100,6948.43,5,False
5074.99,100,6978.33,5,False
1000.6,100,5355.32,4,False
730.65,100,4934.11,3,False
6061.53,100,5372.2,4,False
3420.43,100,5370.11,4,False
6147.24,100,4821.04,3,False
2995.05,100,4081.1,3,False
1993.06,100,4945.6,3,False
676.2,100,4337.3,3,False
3894.63,100,5330.74,4,False
2114.07,100,4342.07,3,False
1515.09,100,4085.77,3,False
5443.66,100,4849.45,3,False
603.78,100,4068.39,3,False
64411.69,100,4965.08,3,True
2329.19,100,4823.42,3,False
5717.0,100,7020.2,5,False
830.16,100,4048.73,3,False
2316.74,100,4787.75,3,False
2575.01,100,4047.93,3,False
5905.45,100,7066.78,5,False
5265.7,100,4800.21,3,False
2368.83,100,5312.42,4,False
1479.92,100,4961.72,3,False
4451.48,100,5280.0,4,False
1073.58,100,4035.07,3,False
1210.06,100,4966.45,3,False
2193.09,100,4044.96,3,False
2973.39,100,4792.27,3,False
2690.85,100,4976.47,3,False
1964.56,100,4054.23,3,False
3699.51,100,4792.05,3,False
1376.59,100,4964.19,3,False
55354.95,100,4240.57,3,True
6399.79,100,7063.2,5,False
5358.5,100,7066.35,5,False
5510.82,100,7104.76,5,False
1185.61,100,4953.7,3,False
2130.43,100,4243.42,3,False
1624.94,100,5225.6,4,False
4758.37,100,4814.45,3,False
43964.54,100,7527.35,5,True
565.99,100,4940.04,3,False
1375.1,100,4235.13,3,False
1715.25,100,4936.17,3,False
4907.14,100,4818.6,3,False
2357.49,100,7488.84,5,False
2267.65,100,4933.03,3,False
7906.55,100,7513.34,5,False
4437.61,100,4841.65,3,False
2439.45,100,7517.96,5,False
5585.63,100,4821.38,3,False
6013.3,100,4842.76,3,False
2025.97,100,4242.44,3,False
2720.23,100,7527.81,5,False
1992.78,100,4782.86,3,False
84753.76,100,6003.38,4,True
2767.26,100,7479.11,5,False
2591.44,100,5955.88,4,False
3196.58,100,4735.34,3,False
7825.9,100,4768.58,3,False
45892.53,100,6363.25,4,True
5810.01,100,4771.21,3,False
6699.48,100,7472.45,5,False
2979.11,100,4245.93,3,False
2120.4,100,4750.67,3,False
5077.04,100,4783.28,3,False
1647.23,100,4257.4,3,False
3205.07,100,6380.55,4,False
1564.63,100,4920.24,3,False
1134.98,100,4766.79,3,False
4749.05,100,6394.9,4,False
2072.06,100,4922.35,3,False
6353.51,100,6381.75,4,False
1407.11,100,4914.99,3,False
3589.66,100,6357.66,4,False
4017.94,100,4792.61,3,False
2424.54,100,4275.46,3,False
2402.43,100,4289.27,3,False
2354.66,100,4759.71,3,False
1012.97,100,4276.56,3,False
2237.62,100,4929.38,3,False
1605.7,100,4272.88,3,False
1190.45,100,4915.08,3,False
1910.06,100,4912.39,3,False
1200.52,100,4901.26,3,False
2045.93,100,6366.42,4,False
79001.8,100,5515.7,4,True
5335.11,100,6391.92,4,False
2840.99,100,6357.32,4,False
1391.29,100,4274.21,3,False
7397.08,100,5563.1,4,False
7511.34,100,5581.58,4,False
5084.92,100,7489.45,5,False
1240.05,100,7440.77,5,False
1931.44,100,4893.65,3,False
7084.96,100,5586.03,4,False
2132.24,100,4887.42,3,False
1861.75,100,4269.2,3,False
6599.19,100,5597.41,4,False
6108.39,100,6392.97,4,False
1850.63,100,4275.9,3,False
1109.12,100,7378.38,5,False
4353.77,100,5615.22,4,False
2729.11,100,6403.83,4,False
1855.59,100,6403.68,4,False
2308.71,100,4291.88,3,False
2225.7,100,4889.98,3,False
2136.11,100,4299.62,3,False
7968.83,100,7415.79,5,False
7128.19,100,6400.14,4,False
72539.32,100,6294.58,4,True
2271.91,100,6298.06,4,False
6295.21,100,6323.28,4,False
2167.69,100,4304.23,3,False
3757.82,100,7411.61,5,False
2774.51,100,4459.32,3,False
3973.43,100,7437.3,5,False
7520.09,100,6355.9,4,False
2859.52,100,4467.46,3,False
2517.43,100,4317.3,3,False
2810.91,100,4473.8,3,False
1332.3,100,6308.84,4,False
4024.66,100,7403.94,5,False
2562.18,100,4482.23,3,False
96647.09,100,8343.46,5,True
2435.0,100,4327.6,3,False
1442.24,100,4484.58,3,False
6146.25,100,8325.78,5,False
7644.32,100,6398.53,4,False
1527.56,100,4315.38,3,False
1914.11,100,4476.07,3,False
86928.98,100,9125.24,5,True
2646.83,100,4314.83,3,False
1018.83,100,8876.32,5,False
1674.21,100,8870.7,5,False
6208.34,100,6420.3,4,False
2466.89,100,3766.21,3,False
5897.52,100,6447.24,4,False
1657.1,100,8832.83,5,False
6021.81,100,8822.91,5,False
4359.67,100,6425.1,4,False
1994.41,100,8800.82,5,False
7306.09,100,6457.51,4,False
4609.03,100,6323.78,4,False
7653.11,100,6492.5,4,False
2255.77,100,3759.52,3,False
1720.69,100,4478.37,3,False
1192.48,100,3753.41,3,False
6757.02,100,6374.02,4,False
3868.15,100,6394.36,4,False
7683.84,100,8811.06,5,False
2936.7,100,6485.01,4,False
1716.52,100,3756.05,3,False
2593.23,100,6350.94,4,False
1142.32,100,4483.61,3,False
1937.13,100,4473.93,3,False
2783.25,100,3774.05,3,False
3216.39,100,6370.96,4,False
6684.0,100,8808.99,5,False
5894.62,100,6399.33,4,False
2767.64,100,3793.97,3,False
649.46,100,3778.48,3,False
2020.79,100,4465.86,3,False
4900.06,100,8784.12,5,False
772.21,100,3762.68,3,False
1554.76,100,6346.3,4,False
730.13,100,3762.58,3,False
1022.71,100,3748.74,3,False
853.81,100,3746.6,3,False
650.93,100,4459.47,3,False
736.69,100,3742.53,3,False
2893.28,100,3750.93,3,False
1941.18,100,3754.78,3,False
2406.65,100,3773.07,3,False
670.27,100,4444.96,3,False
1323.45,100,3771.94,3,False
2687.31,100,4466.81,3,False
3865.44,100,8750.46,5,False
3589.89,100,8775.24,5,False
2387.74,100,3768.47,3,False
5613.55,100,6525.29,4,False
1721.12,100,4462.77,3,False
5932.68,100,6570.12,4,False
2081.4,100,3759.97,3,False
5380.7,100,8761.44,5,False
5398.15,100,8743.83,5,False
702.89,100,4445.79,3,False
5152.88,100,8721.21,5,False
2589.51,100,3763.92,3,False
1491.72,100,8670.21,5,False
3087.99,100,6297.27,4,False
1838.13,100,4452.28,3,False
2020.3,100,8667.94,5,False
2220.96,100,4098.16,3,False
6578.96,100,6616.2,4,False
3611.16,100,6302.41,4,False
2481.42,100,3760.95,3,False
5111.5,100,6634.03,4,False
733.39,100,4087.32,3,False
2892.21,100,3767.0,3,False
1212.17,100,6634.68,4,False
1046.26,100,4069.08,3,False
5186.66,100,6630.99,4,False
2340.53,100,3782.28,3,False
1147.44,100,6274.38,4,False
7885.87,100,6296.16,4,False
5972.16,100,6279.32,4,False
3505.7,100,8652.8,5,False
2970.15,100,4084.09,3,False
1193.45,100,3771.38,3,False
2551.35,100,3779.71,3,False
58051.81,100,9204.25,5,True
2854.03,100,3789.31,3,False
2916.84,100,4086.12,3,False
2919.96,100,6600.47,4,False
2310.71,100,4100.13,3,False
2106.76,100,3782.96,3,False
2702.06,100,4116.6,3,False
2388.11,100,3796.12,3,False
1030.4,100,6235.27,4,False
2633.43,100,4113.53,3,False
2006.04,100,9192.37,5,False
6726.88,100,8846.28,5,False
1139.37,100,3801.51,3,False
7447.89,100,8853.64,5,False
4673.13,100,8863.48,5,False
6627.18,100,6239.03,4,False
7161.58,100,6233.84,4,False
1565.99,100,3805.29,3,False
6657.12,100,8889.07,5,False
2554.45,100,4127.19,3,False
619.83,100,4113.0,3,False
1190.32,100,4104.38,3,False
2582.21,100,4124.4,3,False
2991.2,100,3826.76,3,False
1307.42,100,6188.07,4,False
4967.5,100,8869.23,5,False
1236.05,100,3830.15,3,False
2810.49,100,4123.66,3,False
6423.82,100,6619.36,4,False
6131.0,100,6238.63,4,False
5025.64,100,6246.29,4,False
1418.93,100,8805.7,5,False
6512.9,100,8792.55,5,False
1770.81,100,6613.12,4,False
1848.09,100,3827.45,3,False
1255.26,100,3823.29,3,False
2491.24,100,4135.25,3,False
2354.55,100,8757.39,5,False
1255.99,100,4125.02,3,False
823.55,100,4118.77,3,False
4461.19,100,8756.79,5,False
6242.25,100,6606.77,4,False
1570.2,100,6586.09,4,False
28564.8,100,4084.56,3,True
847.6,100,4073.76,3,False
2433.02,100,4084.56,3,False
2504.88,100,4119.29,3,False
7964.17,100,8819.13,5,False
1121.56,100,4102.97,3,False
5990.85,100,8817.17,5,False
1247.59,100,4092.08,3,False
2288.12,100,8797.84,5,False
951.76,100,4067.38,3,False
767.11,100,4062.37,3,False
2444.1,100,8751.37,5,False
664.78,100,4039.6,3,False
7742.81,100,6261.86,4,False
5603.24,100,6253.47,4,False
1559.71,100,4090.73,3,False
99707.18,100,5061.58,3,True
2260.67,100,5072.78,3,False
1600.82,100,5065.18,3,False
1689.55,100,5073.38,3,False
1519.92,100,4038.37,3,False
5238.28,100,6293.71,4,False
7213.54,100,6321.21,4,False
3286.77,100,8759.77,5,False
5792.46,100,6614.84,4,False
4908.64,100,8778.63,5,False
4959.05,100,6622.24,4,False
2804.16,100,4051.43,3,False
3814.03,100,8775.71,5,False
4111.25,100,8010.3,5,False
701.32,100,4036.75,3,False
2201.27,100,4050.37,3,False
6867.22,100,6641.24,4,False
4241.4,100,7990.02,5,False
1173.73,100,7936.94,5,False
2711.99,100,6618.96,4,False
2201.59,100,4049.7,3,False
4316.01,100,6586.36,4,False
3286.86,100,6301.3,4,False
2638.47,100,4060.59,3,False
1236.81,100,4317.99,3,False
5521.64,100,7970.64,5,False
2331.84,100,4056.98,3,False
4260.83,100,7972.96,5,False
72337.88,100,4757.28,3,True
3137.91,100,7943.69,5,False
2895.82,100,6586.63,4,False
4062.78,100,6560.79,4,False
2288.34,100,4754.01,3,False
6456.84,100,6322.97,4,False
1860.93,100,4751.43,3,False
5917.27,100,7934.78,5,False
2979.58,100,4758.29,3,False
1984.1,100,4316.88,3,False
7260.14,100,6605.32,4,False
5748.23,100,7944.13,5,False
1920.02,100,6548.98,4,False
2397.37,100,7949.24,5,False
744.32,100,4753.67,3,False
1388.5,100,4307.54,3,False
5626.74,100,6555.62,4,False
6506.5,100,6365.95,4,False
1905.99,100,6307.28,4,False
4261.77,100,7920.12,5,False
38808.82,100,5129.43,3,True
5584.88,100,7929.95,5,False
2221.84,100,4306.58,3,False
7615.54,100,7986.51,5,False
1946.87,100,4298.35,3,False
2251.14,100,7946.29,5,False
2586.72,100,6254.61,4,False
1697.38,100,6220.4,4,False
64337.91,100,8577.54,5,True
1501.15,100,4316.8,3,False
6066.43,100,6597.3,4,False
4812.88,100,6249.79,4,False
1797.16,100,4306.71,3,False
2969.33,100,4305.23,3,False
3735.64,100,8575.97,5,False
96377.51,100,9517.45,5,True
2530.16,100,4323.29,3,False
4199.76,100,6566.61,4,False
1265.57,100,9512.12,5,False
7930.96,100,9540.31,5,False
2147.64,100,4305.35,3,False
2820.96,100,4321.04,3,False
2918.54,100,4337.95,3,False
3378.95,100,9530.72,5,False
7641.32,100,6605.94,4,False
1241.9,100,6606.4,4,False
1974.14,100,9513.74,5,False
2001.65,100,6586.81,4,False
3234.76,100,9468.69,5,False
3910.9,100,9475.47,5,False
1442.53,100,6546.51,4,False
1640.73,100,6534.84,4,False
2392.79,100,9455.39,5,False
34158.57,100,6568.92,4,True
7584.16,100,6546.45,4,False
1270.63,100,6539.94,4,False
5636.28,100,6602.38,4,False
7373.92,100,6544.15,4,False
2215.2,100,4316.96,3,False
2211.24,100,4344.48,3,False
2716.64,100,4360.61,3,False
3696.93,100,9448.13,5,False
2618.55,100,4357.76,3,False
893.64,100,3450.49,3,False
4616.03,100,6519.26,4,False
713.86,100,4314.12,3,False
7644.76,100,6605.38,4,False
1729.44,100,6490.83,4,False
2146.82,100,6581.75,4,False
735.17,100,3439.37,3,False
3499.71,100,6494.72,4,False
4549.32,100,6590.43,4,False
